DP,DP 다크라이덱,4,구축덱
DP,DP 디아루가 덱,4,구축덱
DP,DP 랜덤 구축덱,4,구축덱
DP,DP 크레세리아덱,4,구축덱
DP,DP 펄기아 덱,4,구축덱
BW,BW 「배틀 강화 60장 덱 - 레시라무 EX」,5,구축덱
BW,BW 「배틀 강화 60장 덱 - 블랙큐레무 EX」,5,구축덱
BW,BW 「배틀 강화 60장 덱 - 제크로무 EX」,5,구축덱
BW,BW 「배틀 강화 60장 덱 - 화이트큐레무 EX」,5,구축덱
BW,BW 「배틀 강화덱 - 비리디온 덱」,5,구축덱
BW,BW 「배틀 강화덱 - 코바르온 덱」,5,구축덱
BW,BW 「배틀 강화덱 - 테라키온 덱」,5,구축덱
BW,BW 「배틀 체인지덱 비크티니 덱」,5,구축덱
BW,BW 「볼트로스 덱」,5,구축덱
BW,BW 「삼삼드래 덱」,5,구축덱
BW,BW 「케르디오 덱」,5,구축덱
BW,BW 「토네로스 덱」,5,구축덱
BW,BW 「퍼스트 세트 - 물의 진화」,5,구축덱
BW,BW 「퍼스트 세트 - 불꽃의 진화」,5,구축덱
BW,BW 「퍼스트 세트 - 풀의 진화」,5,구축덱
BW,BW 「플라스마단 덱」,5,구축덱
BW,BW 「플라스마단 파워 덱」,5,구축덱
BW,BW 「한카리아스 덱」,5,구축덱
BW,BW 최강 폭류 60장 덱 「거북왕 + 큐레무 EX」,5,구축덱
BW,포켓몬 카드 게임 BW 「30장 덱 대전 set 뮤츠VS게노세크트」,5,구축덱
XY,XY 30장 덱 대전 세트 「염무왕 EX vs 토게키스 EX」,6,구축덱
XY,XY BREAK 30장 덱 「라이츄 BREAK」,6,구축덱
XY,XY BREAK 30장 덱 「음번 BREAK」,6,구축덱
XY,XY BREAK 메가 배틀 60장 덱 「M다부니 EX」,6,구축덱
XY,XY BREAK 콤보 60장 덱 「골덕 BREAK +펄기아 EX」,6,구축덱
XY,XY BREAK 퍼펙트 배틀 60장 덱 「지가르데 EX」,6,구축덱
XY,XY 「이벨타르 덱」,6,구축덱
XY,XY 「제르네아스 덱」,6,구축덱
XY,XY 레전드 배틀 60장 덱 「제르네아스 EX+이벨타르 EX」,6,구축덱
XY,XY 메가 배틀 60장 덱 「M레쿠쟈 EX」,6,구축덱
XY,XY 메가 배틀 60장덱 「M리자몽 EX」,6,구축덱
XY,XY 퍼스트세트 「개구마르의 진화」,6,구축덱
XY,XY 퍼스트세트 「도치마론의 진화」,6,구축덱
XY,XY 퍼스트세트 「푸호꼬의 진화」,6,구축덱
XY,XY 하이퍼 메탈 체인 60장 덱 「디아루가 EX+킬가르도 EX」,6,구축덱
썬&문,썬&문 30장 덱 대전 세트 「지우 VS 로켓단」,7,구축덱
썬&문,썬&문 「랜덤30장덱」,7,구축덱
썬&문,썬&문 개조 스타터 세트 「카푸브루루 GX」,7,구축덱
썬&문,썬&문 스타터 세트 TAG TEAM GX 「에브이&테오키스 GX」,7,구축덱
썬&문,썬&문 스타터 세트 TAG TEAM GX 「블래키&다크라이 GX」,7,구축덱
썬&문,썬&문 스타터 세트 「불꽃의 부스터 GX」,7,구축덱
썬&문,썬&문 스타터 세트 「물의 샤미드 GX」,7,구축덱
썬&문,썬&문 스타터 세트 「번개의 쥬피썬더 GX」,7,구축덱
썬&문,썬&문 스타터 세트 격투 「롱스톤 GX」,7,구축덱
썬&문,썬&문 스타터 세트 물 「아쿠스타 GX」,7,구축덱
썬&문,썬&문 스타터세트,7,구축덱
썬&문,썬&문 전격 스타터 세트 「라이코 GX」,7,구축덱
썬&문,썬&문 전력 배틀 스타터 세트 「루가루암 GX」,7,구축덱
썬&문,썬&문 전설 스타터 세트 「솔가레오 GX ･ 루나아라 GX」,7,구축덱
썬&문,썬&문 파워업덱 BOX 「TAG TEAM GX」,7,구축덱
썬&문,패밀리 포켓몬 카드 게임 「라이츄 GX 덱」,7,구축덱
썬&문,패밀리 포켓몬 카드 게임 「리자몽 GX 덱」,7,구축덱
썬&문,패밀리 포켓몬 카드 게임 「뮤츠 GX 덱」,7,구축덱
소드&실드,소드&실드 VSTAR&VMAX 하이클래스 덱 「제라오라」 ,8,구축덱
소드&실드,소드&실드 VSTAR&VMAX 하이클래스 덱 「테오키스」 ,8,구축덱
소드&실드,소드&실드 「스타트 덱 100 피카츄 V & 이브이 V」,8,구축덱
소드&실드,소드&실드 「스타트 덱 100」,8,구축덱
소드&실드,소드&실드 스타터 세트 VSTAR 「다크라이」,8,구축덱
소드&실드,소드&실드 스타터 세트 VSTAR 「루카리오」,8,구축덱
소드&실드,소드&실드 스타터 세트 V 격투,8,구축덱
소드&실드,소드&실드 스타터 세트 V 물,8,구축덱
소드&실드,소드&실드 스타터 세트 V 번개,8,구축덱
소드&실드,소드&실드 스타터 세트 V 불꽃,8,구축덱
소드&실드,소드&실드 스타터 세트 V 풀,8,구축덱
소드&실드,소드&실드 스타터 세트 VMAX 「거북왕」,8,구축덱
소드&실드,소드&실드 스타터 세트 VMAX 「이상해꽃」,8,구축덱
소드&실드,소드&실드 스타터 세트 VMAX 리자몽,8,구축덱
소드&실드,소드&실드 스타터 세트 VMAX 오롱털,8,구축덱
소드&실드,소드&실드 스페셜 덱 세트 「리자몽 VSTAR VS 레쿠쟈 VMAX」,8,구축덱
소드&실드,소드&실드 스페셜 덱 세트 「자시안·자마젠타 VS 무한다이노」,8,구축덱
소드&실드,소드&실드 하이클래스 덱  「팬텀  VMAX 」,8,구축덱
소드&실드,소드&실드 하이클래스 덱 「인텔리레온  VMAX 」,8,구축덱
소드&실드,소드&실드 하이클레스 덱 더블 BOX 「팬텀 VMAX&인텔리레온 VMAX」,8,구축덱
스칼렛&바이올렛,스칼렛&바이올렛 ex 스타트 덱,9,구축덱
스칼렛&바이올렛,스칼렛&바이올렛 배틀 마스터 덱 「테라스탈 리자몽 ex」,9,구축덱
스칼렛&바이올렛,스칼렛&바이올렛 배틀 마스터 덱 「파오젠 ex」,9,구축덱
스칼렛&바이올렛,스칼렛&바이올렛 스타터 덱&강화 세트 「고대의 코라이돈 ex」,9,구축덱
스칼렛&바이올렛,스칼렛&바이올렛 스타터 덱&강화 세트 「미래의 미라이돈 ex」,9,구축덱
스칼렛&바이올렛,스칼렛&바이올렛 스타터 세트 ex 「꾸왁스&따라큐 ex」,9,구축덱
스칼렛&바이올렛,스칼렛&바이올렛 스타터 세트 ex 「나오하&루카리오 ex」,9,구축덱
스칼렛&바이올렛,스칼렛&바이올렛 스타터 세트 ex 「뜨아거&전룡 ex」,9,구축덱
스칼렛&바이올렛,스칼렛&바이올렛 스타터 세트 테라스탈 「라우드본 ex」,9,구축덱
스칼렛&바이올렛,스칼렛&바이올렛 스타터 세트 테라스탈 「뮤츠 ex」,9,구축덱
스칼렛&바이올렛,스칼렛&바이올렛 스페셜 덱 세트 ex 「이상해꽃·리자몽·거북왕」,9,구축덱
스칼렛&바이올렛,포켓몬 카드 게임 스칼렛&바이올렛 스타터 세트 ex 피카츄 스페셜 세트,9,구축덱
썬&문,SM 점보 카드 세트 「울트라문」,7,특별상품
썬&문,SM 점보 카드 세트 「울트라썬」,7,특별상품
썬&문,썬&문 「TAG TEAM GX 태그올스타즈」 스페셜 키트,7,특별상품
썬&문,썬&문 스페셜 점보 카드 세트 「제라오라」,7,특별상품
썬&문,프레셔스 컬렉터 박스,7,특별상품
소드&실드,「Pokémon GO 스페셜 점보카드세트」,8,특별상품
소드&실드,소드&실드 VMAX 스페셜 세트 「이브이 히어로즈」,8,특별상품
소드&실드,소드&실드 「25th ANNIVERSARY GOLDEN BOX」,8,특별상품
소드&실드,소드&실드 「Pokémon GO 카드 앨범 세트」,8,특별상품
소드&실드,소드&실드 「VMAX 스페셜 세트」,8,특별상품
소드&실드,소드&실드 「미스터리 박스」,8,특별상품
소드&실드,소드&실드 「백은의 랜스&칠흑의 가이스트」 BOX,8,특별상품
소드&실드,소드&실드 「자시안+자마젠타 BOX」,8,특별상품
소드&실드,소드&실드 「패밀리 포켓몬 카드 게임」,8,특별상품
소드&실드,소드&실드 스페셜 점보 카드 세트 「연격마스터」,8,특별상품
소드&실드,소드&실드 스페셜 점보 카드 세트 「일격마스터」,8,특별상품
소드&실드,소드&실드 스페셜 카드 세트 「뮤츠 V-UNION」,8,특별상품
소드&실드,소드&실드 스페셜 카드 세트 「얼음의 글레이시아 VSTAR」,8,특별상품
소드&실드,소드&실드 스페셜 카드 세트 「자시안 V-UNION」,8,특별상품
소드&실드,소드&실드 스페셜 카드 세트 「풀의 리피아 VSTAR」,8,특별상품
소드&실드,소드&실드 카드 박스 세트 「연격」,8,특별상품
소드&실드,소드&실드 카드 박스 세트 「일격」,8,특별상품
소드&실드,소드&실드 컬렉션 세트 「샤이니스타 V」,8,특별상품
소드&실드,소드&실드「VSTAR 스페셜 세트」,8,특별상품
소드&실드,프리미엄 트레이너 박스 「소드&실드」,8,특별상품
소드&실드,프리미엄 트레이너 박스 「소드&실드」,8,특별상품
스칼렛&바이올렛,스칼렛&바이올렛 「ex 스페셜 세트」,9,특별상품
스칼렛&바이올렛,스칼렛&바이올렛 「배틀 아카데미」,9,특별상품
스칼렛&바이올렛,스칼렛&바이올렛 배틀 강화 BOX 「흑염의 지배자」,9,특별상품
스칼렛&바이올렛,스칼렛&바이올렛 스페셜 점보 카드 세트 「오거폰」,9,특별상품
스칼렛&바이올렛,포켓몬 카드 게임 스칼렛&바이올렛 「에너지 카드 세트」,9,특별상품
스칼렛&바이올렛,포켓몬 카드 게임 스칼렛&바이올렛 프리미엄 트레이너 박스 ex,9,특별상품
DP,2018-19 코리안리그 파이널 시즌 4강,4,프로모
DP,2018-19 코리안리그 파이널 시즌 우승,4,프로모
DP,2018-19 코리안리그 파이널 시즌 준우승,4,프로모
DP,2018-19 코리안리그 파이널 홀로 에너지 세트,4,프로모
DP,2018-19 코리안리그 홀로 에너지 팩,4,프로모
DP,DP 프로모 카드,4,프로모
DP,WCSK2018 32강 진출자 선물,4,프로모
DP,WCSK2018 옐로아이디 선물,4,프로모
DP,「극장판 포켓몬스터 : 정글의 아이 코코」 극장선물,4,프로모
DP,「돌아온 명탐정 피카츄」 조기 구입 특전,4,프로모
DP,「반역크래시」 2BOX 구입 특전,4,프로모
DP,「일격마스터」「연격마스터」2BOX 구입특전,4,프로모
DP,「포켓몬스터: 성도지방 이야기 최종장」 극장 선물,4,프로모
DP,「플라스마 스파크」 2박스 구매 특전,4,프로모
DP,강화 확장팩  「드림리그」  구매 특전,4,프로모
DP,강화 확장팩 「드래곤스톰」 발매 기념 토너먼트 참가상,4,프로모
DP,강화 확장팩 「리믹스바우트」 구매 특전,4,프로모
DP,강화 확장팩 「창공의 카리스마」 발매 기념 토너먼트 참가상,4,프로모
DP,극장판 포켓몬스터 「뮤츠의 역습 EVOLUTION」 극장선물,4,프로모
DP,극장판 포켓몬스터DP 「기라티나와 하늘의 꽃다발 쉐이미」극장 선물,4,프로모
DP,극장판 포켓몬스터DP 「아르세우스 초극의 시공으로」극장 선물,4,프로모
DP,금단의 빛 발매 기념 이벤트,4,프로모
DP,레이징서프 실드전 조 리그 1위,4,프로모
DP,레이징서프 실드전 참가상,4,프로모
DP,레이징서프 실드전 토너먼트 우승,4,프로모
DP,루카리오 HR 쟁탈전 조 리그 1위,4,프로모
DP,루카리오 HR 쟁탈전 참가상,4,프로모
DP,루카리오 HR 쟁탈전 토너먼트 우승,4,프로모
DP,뮤츠 실드전 HR 우승 경품,4,프로모
DP,뮤츠 실드전 SR 우승 경품,4,프로모
DP,뮤츠 실드전 참가상,4,프로모
DP,상상초월 포켓몬 과학연구소 4권 부록,4,프로모
DP,스타터 세트  VMAX  구입특전,4,프로모
DP,스타터 세트 V 카드 배틀 이벤트,4,프로모
DP,스타트 덱 100 토너먼트 참가상,4,프로모
DP,스티커 컬러링 포켓몬스터 12 부록,4,프로모
DP,실드전 트리플렛비트 참가상,4,프로모
DP,울트라포스 동봉 쿠폰 교환,4,프로모
DP,제크로무 실드전 ,4,프로모
DP,켈로그 첵스초코 기획팩 구입특전,4,프로모
DP,코리안리그2017-18 SPRING 참가상,4,프로모
DP,크림슨헤이즈 실드전 참가상,4,프로모
DP,팀배틀 시즌5 참가상,4,프로모
DP,포켓몬 카드 게임 Let's Play,4,프로모
DP,포켓몬 카드 게임 Let's Play 2023,4,프로모
DP,포켓몬 카드 게임 상품 구매 특전 ,4,프로모
DP,포켓몬 카드 게임 온라인 공식 인증샵 구입특전,4,프로모
DP,포켓몬 카드 게임 카드샵 구입 특전,4,프로모
DP,포켓몬 팝업스토어 in 스타필드 코엑스몰점 구입특전,4,프로모
DP,포켓몬 팝업스토어 in 현대백화점 판교점 증정,4,프로모
DP,픽셀 포켓몬 1권 부록 ,4,프로모
DP,픽셀 포켓몬 2권 부록 ,4,프로모
DP,확장팩 「무한존」 2BOX 구입 특전,4,프로모
DP,확장팩 「소드」「실드」 BOX 구입 특전,4,프로모
BW,BW 프로모 카드,5,프로모
XY,XY 프로모 카드,6,프로모
썬&문,스페셜 점보 카드 세트 명탐정 피카츄 「리자몽 GX ver.」 프로모 카드,7,프로모
썬&문,스페셜 점보 카드 세트 명탐정 피카츄 「뮤츠 GX ver.」 프로모 카드,7,프로모
썬&문,썬&문 프로모 카드 2019-20 코리안리그 시즌 1 카드 게임 부문 4강 진출 경품,7,프로모
썬&문,썬&문 프로모 카드 2019-20 코리안리그 시즌 1 카드 게임 부문 우승 경품,7,프로모
썬&문,썬&문 프로모 카드 2019-20 코리안리그 시즌 1 카드 게임 부문 준우승 경품,7,프로모
썬&문,썬&문 프로모 카드 2019-20 코리안리그 시즌 1 카드 게임 부문 참가상,7,프로모
썬&문,썬&문 프로모 카드 BOOK21 <상상초월 포켓몬 과학 연구소> 3권,7,프로모
썬&문,썬&문 프로모 카드 「포켓몬스터썬」「포켓몬스터문」구매 특전,7,프로모
썬&문,썬&문 프로모 카드 극장판 포켓몬스터: 너로 정했다! 관람객 선물,7,프로모
썬&문,썬&문 프로모 카드 로열마스크 토너먼트 우승 경품,7,프로모
썬&문,썬&문 프로모 카드 로열마스크 토너먼트 참가상,7,프로모
썬&문,썬&문 프로모 카드 스페셜 점보카드 세트 「칠색조 GX」,7,프로모
썬&문,썬&문 프로모 카드 스페셜 점보카드 세트 「카푸꼬꼬꼭 GX」,7,프로모
썬&문,썬&문 프로모 카드 처음 배우는 교실 30장 덱 「토게데마루 덱」,7,프로모
썬&문,썬&문 프로모 카드 처음 배우는 교실 30장 덱 「폭거북스 덱」,7,프로모
썬&문,썬&문 프로모 카드 컬렉터즈 프로모 팩 3,7,프로모
썬&문,썬&문 프로모 카드 컬렉터즈 프로모 팩 4,7,프로모
썬&문,썬&문 프로모 카드 코리안리그2016-2017 SPRING 카드 게임 부문 참가자 선물,7,프로모
썬&문,썬&문 프로모 카드 코리안리그2017-2018 BP경품,7,프로모
썬&문,썬&문 프로모 카드 코리안리그2017-2018 WINTER 개최 기념 플러스친구 회원 한정 프로모 카드,7,프로모
썬&문,썬&문 프로모 카드 코리안리그2017-2018 WINTER 카드 게임 부문 참가자 선물,7,프로모
썬&문,썬&문 프로모 카드 코리안리그2017-2018 상위 입상 경품,7,프로모
썬&문,썬&문 프로모 카드 키스틱 포켓몬,7,프로모
썬&문,썬&문 프로모 카드 포켓몬 월드챔피언십 2019 개최 기념 참가 프로모 카드,7,프로모
썬&문,썬&문 프로모 카드 포켓몬 월드챔피언십2017 개최 기념 참가 프로모 카드,7,프로모
썬&문,썬&문 프로모 카드 포켓몬 월드챔피언십2017 대한민국 대표 선발전 개최 기념 프로모 팩,7,프로모
썬&문,썬&문 프로모 카드 포켓몬 월드챔피언십2017 대한민국 대표 선발전 카드 게임 부문 4강 진출자 선물,7,프로모
썬&문,썬&문 프로모 카드 포켓몬 월드챔피언십2017 대한민국 대표 선발전 카드 게임 부문 우승자 선물,7,프로모
썬&문,썬&문 프로모 카드 포켓몬 월드챔피언십2017 대한민국 대표 선발전 카드 게임 부문 준우승자 선물,7,프로모
썬&문,썬&문 프로모 카드 포켓몬 월드챔피언십2018 대한민국 대표 선발전 카드 게임 부문 4강 진출자 선물,7,프로모
썬&문,썬&문 프로모 카드 포켓몬 월드챔피언십2018 대한민국 대표 선발전 카드 게임 부문 우승자 선물,7,프로모
